Ticker,Company,Sector,Price,Momentum_Score,Quality_Score,Value_Score,LowVol_Score,Liquidity_Score,Valid_Scores,Momentum_Score_Z,Quality_Score_Z,Value_Score_Z,LowVol_Score_Z,Composite_Score,Rank
WDC,Western Digital Corporation,Technology,178.25,5.225476103366413,84.25375,77.21355544069992,9.424661296510116,100,4,5.025688423303345,0.6138487837006564,0.612313032122742,-2.127750695982235,2.10411754125786,1.0
NEM,Newmont Corporation,Basic Materials,105.25,3.5081302514038075,98.3086,100.0,41.970277643994315,100,4,3.272914707522489,0.9874045509561227,1.3844937663466679,-0.14516427395080378,1.867769574170086,2.0
JNJ,Johnson & Johnson,Healthcare,205.78,2.6765219382845067,81.3345024593279,72.1111024593279,70.67084916990585,100,4,2.424150789995581,0.5362597838277016,0.4394025159935012,1.6031929488557217,1.3787380492308152,3.0
STX,Seagate Technology Holdings plc,Technology,282.8,4.748675495715586,46.12581898612547,22.632184542204435,18.281205314992498,100,4,4.5390516915095525,-0.3995315457764551,-1.2373253766103516,-1.5882352131690123,1.289472616231913,4.0
CAH,"Cardinal Health, Inc.",Healthcare,207.37,3.4603127712425668,41.50625,59.212036879041754,57.652237557896996,100,4,3.2241107800633158,-0.5223124105314441,0.0022825473794125823,0.8101361408329524,1.2144207124250712,5.0
APH,Amphenol Corporation,Technology,137.12,3.4059772729609743,75.53640799374833,34.986751593502476,42.43372378785117,100,4,3.168654371493666,0.3821555687909529,-0.818657223627424,-0.11693245242549243,1.2066837292667185,6.0
COR,"Cencora, Inc.",Healthcare,340.59,3.41032080544493,51.27458961892563,43.451124906034735,63.928794348704,100,4,3.173087508571336,-0.2626853350977161,-0.531818880672821,1.1924861365344492,1.2033142404181005,7.0
WRB,W. R. Berkley Corporation,Financial Services,70.23,1.5046596986883054,94.00565,100.0,62.9515916359181,100,4,1.2281137018732557,0.8730389199666844,1.3844937663466679,1.1329577254189112,1.1433516825505323,8.0
L,Loews Corporation,Financial Services,107.51,1.6131288880385006,79.57061666666667,100.0,65.47584518261269,100,4,1.338820548632052,0.48937847875304186,1.3844937663466679,1.2867280751338654,1.0879133238614536,9.0
HIG,"The Hartford Insurance Group, Inc.",Financial Services,139.08,1.2552944344063284,96.27749999999999,100.0,61.15344986409641,100,4,0.9736041746497821,0.9334211132906491,1.3844937663466679,1.0234200407231104,1.0487087611887522,10.0
TEL,TE Connectivity plc,Technology,232.69,2.2352005427342676,84.4170078446602,61.25720421814885,46.76414739660714,100,4,1.9737251861789837,0.6181879199719449,0.07158861280847302,0.14686464260256354,1.0039506372851281,11.0
GILD,"Gilead Sciences, Inc.",Healthcare,125.19,1.5609322846636453,88.3757,83.54734093883788,60.777840634742205,100,4,1.2855471591491296,0.7234037198855797,0.8269506041950764,1.0005389943125422,0.9966839998955952,12.0
CBOE,"Cboe Global Markets, Inc.",Financial Services,254.76,1.6576754391788378,90.26191249600049,70.42938110389927,66.33147786115572,100,4,1.3842860696732797,0.7735362759890111,0.3824128075896546,1.338850785381967,0.9961429507221429,13.0
FOXA,Fox Corporation,Communication Services,73.71,1.2505948587450912,93.9864,92.29951102876474,57.562954125463,100,4,0.9688076494274885,0.8725272852982484,1.123541724784536,0.8046972479582233,0.9544593151131995,14.0
TRV,"The Travelers Companies, Inc.",Financial Services,292.46,1.0037256455712529,96.67695,100.0,60.79890980205042,100,4,0.716845665420538,0.9440378648910007,1.3844937663466679,1.001822468086177,0.9470306257134669,15.0
HCA,"HCA Healthcare, Inc.",Healthcare,474.04,2.6735884509868195,59.3425,57.50180054855433,44.927979529529026,100,4,2.4211567865308234,-0.04825298949811335,-0.055673468616651074,0.035010516290376104,0.9463531756686029,16.0
INCY,Incyte Corporation,Healthcare,100.91,1.811272735201119,88.31930018747474,73.40800018747474,45.78218707140336,100,4,1.5410519901634339,0.7219047017359064,0.4833514276952631,0.08704641126422581,0.9383671332516207,17.0
GD,General Dynamics Corporation,Industrials,343.84,1.614687796290676,77.90872016991935,75.81963430892066,67.1431698919051,100,4,1.3404116162708763,0.4452078884627424,0.5650762181394806,1.3882967562879458,0.921571932303864,18.0
CSCO,"Cisco Systems, Inc.",Technology,78.02,1.613604934071455,88.79953786362812,70.04030769666772,57.85326322498095,100,4,1.3393064152227048,0.734668662474047,0.36922799551942564,0.8223820529639502,0.9122069692315762,19.0
GLW,Corning Incorporated,Technology,89.34,2.6815184689444815,63.9550506480561,47.64996420941938,42.68811897516643,100,4,2.429250396228588,0.07434133888954601,-0.38952977507154674,-0.10143542084936846,0.9059530630590528,20.0
MU,"Micron Technology, Inc.",Technology,276.27,2.9112428961467565,73.5899559075165,53.583288679600486,6.7799999999999985,100,4,2.663713907124079,0.33042193929662644,-0.18846291561262804,-2.288855943501639,0.89803396716593,21.0
CVS,CVS Health Corporation,Healthcare,78.04,2.640329901099282,42.612483616666665,68.13340283084351,48.72762835823321,100,4,2.387212131759484,-0.4929104640547684,0.30460733056420153,0.266474320688687,0.8945806116690721,22.0
FOX,Fox Corporation,Communication Services,64.5,1.0160591168740793,93.9864,94.79759274330306,57.90657930822782,100,4,0.7294335691903154,0.8725272852982484,1.2081960273662113,0.8256299171799035,0.8777338104568333,23.0
DGX,Quest Diagnostics Incorporated,Healthcare,175.08,1.3021666957439337,83.91301666666666,84.7935032650067,61.90985061293752,100,4,1.0214433839609853,0.6047926285824698,0.8691802086197168,1.069497823926092,0.8708009662756877,24.0
HII,"Huntington Ingalls Industries, Inc.",Industrials,354.52,2.039119666985209,65.66612102783985,72.71714560525105,49.25194386149954,100,4,1.7735992739828625,0.11981889350935485,0.4599399385901879,0.298414130540122,0.8672147784180013,25.0
RTX,RTX Corporation,Industrials,185.76,2.2048585705618478,60.868684675139505,54.39474182488275,60.789697006592235,100,4,1.9427572764548044,-0.007689405589692285,-0.1609646157404509,1.0012612507784653,0.8427292908347706,26.0
GE,GE Aerospace,Industrials,315.53,2.6610411067576334,71.20177975403467,33.254221583160934,39.08506504049593,100,4,2.4083505977583997,0.2669479801042402,-0.8773687216836004,-0.3209232232143975,0.8358585664764722,27.0
MNST,Monster Beverage Corporation,Consumer Defensive,77.67,1.837646651150751,85.41724138214168,44.50570005570283,61.14569788518196,100,4,1.5679699849318718,0.6447725513645632,-0.4960817295237771,1.0229478122062015,0.8236981946979823,28.0
GOOGL,Alphabet Inc.,Communication Services,314.35,2.2029078324563063,80.16074355000863,45.99966059992238,41.38189924881809,100,4,1.9407662957365888,0.5050631214696049,-0.4454548075862697,-0.18100661304920607,0.8206338319133425,29.0
GOOG,Alphabet Inc.,Communication Services,315.68,2.17054235147904,80.15513509482268,45.84581462590154,41.651498226450165,100,4,1.9077331333769356,0.5049140575678126,-0.45066829742526787,-0.16458340979073613,0.8079754701569908,30.0
MDT,Medtronic plc,Healthcare,97.47,1.5617848509152483,76.19960536684347,68.5005860732019,60.87605434427864,100,4,1.2864173133554382,0.3997823099904937,0.3170503347784463,1.0065218942799392,0.7985638747230066,31.0
HWM,Howmet Aerospace Inc.,Industrials,209.57,2.6226269365114416,73.8764676888968,27.63484596958362,36.9069465260003,100,4,2.3691439651257773,0.33803697099893903,-1.0677965690768068,-0.45360801081554286,0.7901485624530771,32.0
